"Street #","Street Name","Street suffix","Unit #","ZIP","SAM ID","Address"
"39","A","Street","6",2127,350974,"39 A Street #6 02127"
"39","A","Street","10",2127,350974,"39 A Street #10 02127"
"39","A","Street","15",2127,350974,"39 A Street #15 02127"
"80","A","Street","5",2127,57,"80 A Street #5 02127"
"319","A","Street","203",2210,419692,"319 A Street #203 02210"
"319","A","Street","209",2210,419692,"319 A Street #209 02210"
"319","A","Street","304",2210,419692,"319 A Street #304 02210"
"319","A","Street","312",2210,419692,"319 A Street #312 02210"
"615","Adams","Street","A",2124,853,"615 Adams Street #A 02124"
"1241-1255","Adams","Street","103",2124,383532,"1241-1255 Adams Street #103 02124"
"1241-1255","Adams","Street","104",2124,383533,"1241-1255 Adams Street #104 02124"
"1241-1255","Adams","Street","206",2124,383545,"1241-1255 Adams Street #206 02124"
"1241-1255","Adams","Street","209",2124,383548,"1241-1255 Adams Street #209 02124"
"1241-1255","Adams","Street","302",2124,383554,"1241-1255 Adams Street #302 02124"
"1241-1255","Adams","Street","305",2124,383557,"1241-1255 Adams Street #305 02124"
"1241-1255","Adams","Street","402",2124,383514,"1241-1255 Adams Street #402 02124"
"1241-1255","Adams","Street","505",2124,383593,"1241-1255 Adams Street #505 02124"
"82","Alleghany","Street",NA,2127,172177,"82 Alleghany Street #NA 02127"
"84","Alleghany","Street",NA,2127,419795,"84 Alleghany Street #NA 02127"
"25","Alpine","Street","2",2136,2897,"25 Alpine Street #2 02136"
"25","Alpine","Street","5",2136,2900,"25 Alpine Street #5 02136"
"25","Alpine","Street","23",2134,2918,"25 Alpine Street #23 02134"
"25","Alpine","Street","27",2128,2922,"25 Alpine Street #27 02128"
"30","B","Street","202",2127,352425,"30 B Street #202 02127"
"125","B","Street","1D",2127,7362,"125 B Street #1D 02127"
"125","B","Street","3C",2127,7362,"125 B Street #3C 02127"
"141","B","Street","2",2127,7383,"141 B Street #2 02127"
"32","Baldwin","Street",NA,2129,7874,"32 Baldwin Street #NA 02129"
"34","Baldwin","Street",NA,2129,7875,"34 Baldwin Street #NA 02129"
"40","Baldwin","Street",NA,2129,7881,"40 Baldwin Street #NA 02129"
"42","Baldwin","Street",NA,2129,7883,"42 Baldwin Street #NA 02129"
"111","Beach","Street","2F",2134,359266,"111 Beach Street #2F 02134"
"111","Beach","Street","3F",2134,359275,"111 Beach Street #3F 02134"
"111","Beach","Street","3G",2128,359310,"111 Beach Street #3G 02128"
"42-44","Beach","Street","4A",2111,348252,"42-44 Beach Street #4A 02111"
"2400","Beacon","Street","111",2467,10400,"2400 Beacon Street #111 02467"
"2400","Beacon","Street","205",2467,10408,"2400 Beacon Street #205 02467"
"2400","Beacon","Street","206",2467,10409,"2400 Beacon Street #206 02467"
"2400","Beacon","Street","207",2467,10410,"2400 Beacon Street #207 02467"
"2400","Beacon","Street","212",2467,10415,"2400 Beacon Street #212 02467"
"2400","Beacon","Street","214",2467,10417,"2400 Beacon Street #214 02467"
"2400","Beacon","Street","305",2467,10423,"2400 Beacon Street #305 02467"
"2400","Beacon","Street","306",2467,10424,"2400 Beacon Street #306 02467"
"2400","Beacon","Street","314",2467,10432,"2400 Beacon Street #314 02467"
"2400","Beacon","Street","413",2467,10446,"2400 Beacon Street #413 02467"
"2400","Beacon","Street","513",2467,10460,"2400 Beacon Street #513 02467"
"142","Bigelow","Street","101",2135,15363,"142 Bigelow Street #101 02135"
"142","Bigelow","Street","205",2135,15373,"142 Bigelow Street #205 02135"
"142","Bigelow","Street","302",2135,15376,"142 Bigelow Street #302 02135"
"564","Blue Hill","Avenue","1",2121,190093,"564 Blue Hill Avenue #1 02121"
"564","Blue Hill","Avenue","2",2121,190094,"564 Blue Hill Avenue #2 02121"
"564","Blue Hill","Avenue","4",2121,190096,"564 Blue Hill Avenue #4 02121"
"10","Bowdoin","Street","6",2130,17530,"10 Bowdoin Street #6 02130"
"10","Bowdoin","Street","203",2129,17533,"10 Bowdoin Street #203 02129"
"10","Bowdoin","Street","204",2129,17534,"10 Bowdoin Street #204 02129"
"10","Bowdoin","Street","205",2127,17535,"10 Bowdoin Street #205 02127"
"10","Bowdoin","Street","206",2127,348221,"10 Bowdoin Street #206 02127"
"10","Bowdoin","Street","208",2127,17462,"10 Bowdoin Street #208 02127"
"10","Bowdoin","Street","209",2114,17520,"10 Bowdoin Street #209 02114"
"10","Bowdoin","Street","214",2114,17520,"10 Bowdoin Street #214 02114"
"10","Bowdoin","Street","302",2135,17470,"10 Bowdoin Street #302 02135"
"10","Bowdoin","Street","308",2135,17476,"10 Bowdoin Street #308 02135"
"10","Bowdoin","Street","309",2114,17520,"10 Bowdoin Street #309 02114"
"10","Bowdoin","Street","313",2114,17520,"10 Bowdoin Street #313 02114"
"10","Bowdoin","Street","315",2108,17483,"10 Bowdoin Street #315 02108"
"10","Bowdoin","Street","316",2135,17484,"10 Bowdoin Street #316 02135"
"10","Bowdoin","Street","404",2114,17520,"10 Bowdoin Street #404 02114"
"10","Bowdoin","Street","410",2114,17520,"10 Bowdoin Street #410 02114"
"10","Bowdoin","Street","414",2135,17499,"10 Bowdoin Street #414 02135"
"10","Bowdoin","Street","502",2135,17505,"10 Bowdoin Street #502 02135"
"70","Bremen","Street","203",2128,350924,"70 Bremen Street #203 02128"
"70","Bremen","Street","208",2128,350924,"70 Bremen Street #208 02128"
"70","Bremen","Street","301",2128,350924,"70 Bremen Street #301 02128"
"70","Bremen","Street","403",2128,350924,"70 Bremen Street #403 02128"
"70","Bremen","Street","504",2128,350924,"70 Bremen Street #504 02128"
"80","Broad","Street","206",2110,20494,"80 Broad Street #206 02110"
"80","Broad","Street","506",2110,20521,"80 Broad Street #506 02110"
"80","Broad","Street","709",2110,20542,"80 Broad Street #709 02110"
"374-398","Bunker Hill","Street","103",2129,420879,"374-398 Bunker Hill Street #103 02129"
"374-398","Bunker Hill","Street","105",2129,420881,"374-398 Bunker Hill Street #105 02129"
"374-398","Bunker Hill","Street","109",2129,420885,"374-398 Bunker Hill Street #109 02129"
"374-398","Bunker Hill","Street","114",2129,420890,"374-398 Bunker Hill Street #114 02129"
"374-398","Bunker Hill","Street","204",2129,420897,"374-398 Bunker Hill Street #204 02129"
"374-398","Bunker Hill","Street","216",2129,420909,"374-398 Bunker Hill Street #216 02129"
"73","Burroughs","Street","G",2130,24074,"73 Burroughs Street #G 02130"
"18","Business","Terrace","18",2136,24277,"18 Business Terrace #18 02136"
"29","Business","Terrace","29",2136,24291,"29 Business Terrace #29 02136"
"16A","Business","Terrace","16A",2136,413086,"16A Business Terrace #16A 02136"
"533","Cambridge","Street","104",2134,345548,"533 Cambridge Street #104 02134"
"533","Cambridge","Street","109",2134,345553,"533 Cambridge Street #109 02134"
"533","Cambridge","Street","202",2134,345558,"533 Cambridge Street #202 02134"
"533","Cambridge","Street","210",2134,345566,"533 Cambridge Street #210 02134"
"533","Cambridge","Street","305",2134,345573,"533 Cambridge Street #305 02134"
"533","Cambridge","Street","308",2134,345576,"533 Cambridge Street #308 02134"
"327","Centre","Street","206",2130,396313,"327 Centre Street #206 02130"
"319-329A","Centre","Street","303",2130,396319,"319-329A Centre Street #303 02130"
"35","Channel Center","Street","203",2210,28936,"35 Channel Center Street #203 02210"
"35","Channel Center","Street","207",2210,28940,"35 Channel Center Street #207 02210"
"35","Channel Center","Street","208",2210,28941,"35 Channel Center Street #208 02210"
"35","Channel Center","Street","304",2210,28948,"35 Channel Center Street #304 02210"
"35","Channel Center","Street","309",2210,28953,"35 Channel Center Street #309 02210"
"35","Channel Center","Street","408",2210,28963,"35 Channel Center Street #408 02210"
"5","Charles","Street",NA,2129,29232,"5 Charles Street #NA 02129"
"9","Charles","Street",NA,2129,29235,"9 Charles Street #NA 02129"
"17","Charles","Street","A6",2129,29225,"17 Charles Street #A6 02129"
"42","Chauncy","Street","2C",2110,30110,"42 Chauncy Street #2C 02110"
"42","Chauncy","Street","2D",2111,30111,"42 Chauncy Street #2D 02111"
"42","Chauncy","Street","3D",2111,30113,"42 Chauncy Street #3D 02111"
"42","Chauncy","Street","4D",2111,359183,"42 Chauncy Street #4D 02111"
"65","Chelsea","Street","C1-103",2129,30214,"65 Chelsea Street #C1-103 02129"
"65","Chelsea","Street","C1-203",2129,30223,"65 Chelsea Street #C1-203 02129"
"65","Chelsea","Street","C1-204",2129,30224,"65 Chelsea Street #C1-204 02129"
"65","Chelsea","Street","C1-205",2129,30225,"65 Chelsea Street #C1-205 02129"
"65","Chelsea","Street","C1-304",2129,30233,"65 Chelsea Street #C1-304 02129"
"65","Chelsea","Street","C1-305",2129,30234,"65 Chelsea Street #C1-305 02129"
"73","Chelsea","Street","C2-103",2129,30249,"73 Chelsea Street #C2-103 02129"
"73","Chelsea","Street","C2-203",2129,30258,"73 Chelsea Street #C2-203 02129"
"73","Chelsea","Street","C2-204",2129,30259,"73 Chelsea Street #C2-204 02129"
"73","Chelsea","Street","C2-205",2129,30260,"73 Chelsea Street #C2-205 02129"
"73","Chelsea","Street","C2-304",2129,30268,"73 Chelsea Street #C2-304 02129"
"73","Chelsea","Street","C2-305",2129,30269,"73 Chelsea Street #C2-305 02129"
"2","Chestnut","Street",NA,2129,395517,"2 Chestnut Street #NA 02129"
"4","Chestnut","Street",NA,2129,395518,"4 Chestnut Street #NA 02129"
"6","Chestnut","Street",NA,2129,395519,"6 Chestnut Street #NA 02129"
"8","Chestnut","Street",NA,2129,421105,"8 Chestnut Street #NA 02129"
"99","Chestnut Hill","Avenue","102",2135,31948,"99 Chestnut Hill Avenue #102 02135"
"99","Chestnut Hill","Avenue","104",2135,31950,"99 Chestnut Hill Avenue #104 02135"
"163","Chestnut Hill","Avenue","102",2128,408614,"163 Chestnut Hill Avenue #102 02128"
"163","Chestnut Hill","Avenue","204",2128,408622,"163 Chestnut Hill Avenue #204 02128"
"163","Chestnut Hill","Avenue","301",2134,408625,"163 Chestnut Hill Avenue #301 02134"
"165","Chestnut Hill","Avenue","8",2135,408601,"165 Chestnut Hill Avenue #8 02135"
"6","Clarendon","Street","301",2116,33322,"6 Clarendon Street #301 02116"
"14","Clarendon","Street","201",2116,33139,"14 Clarendon Street #201 02116"
"14","Clarendon","Street","301",2116,33141,"14 Clarendon Street #301 02116"
"14","Clarendon","Street","401",2116,33143,"14 Clarendon Street #401 02116"
"71","Cliffmont","Street",NA,2131,33889,"71 Cliffmont Street #NA 02131"
"73","Cliffmont","Street",NA,2131,33890,"73 Cliffmont Street #NA 02131"
"1306","Columbia","Road","1B",2127,35021,"1306 Columbia Road #1B 02127"
"1306","Columbia","Road","1D",2127,35023,"1306 Columbia Road #1D 02127"
"285","Columbus","Avenue","201",2116,345837,"285 Columbus Avenue #201 02116"
"285","Columbus","Avenue","202",2116,345838,"285 Columbus Avenue #202 02116"
"285","Columbus","Avenue","209",2116,345845,"285 Columbus Avenue #209 02116"
"285","Columbus","Avenue","301",2116,345846,"285 Columbus Avenue #301 02116"
"285","Columbus","Avenue","304",2116,344907,"285 Columbus Avenue #304 02116"
"285","Columbus","Avenue","308",2116,345852,"285 Columbus Avenue #308 02116"
"285","Columbus","Avenue","402",2116,345854,"285 Columbus Avenue #402 02116"
"285","Columbus","Avenue","403",2116,345855,"285 Columbus Avenue #403 02116"
"352","Columbus","Avenue","5",2116,35654,"352 Columbus Avenue #5 02116"
"354","Columbus","Avenue","3",2116,35655,"354 Columbus Avenue #3 02116"
"356","Columbus","Avenue","4",2116,35656,"356 Columbus Avenue #4 02116"
"301-319","Columbus","Avenue","201",2127,348407,"301-319 Columbus Avenue #201 02127"
"301-319","Columbus","Avenue","202",2116,348406,"301-319 Columbus Avenue #202 02116"
"440","Commercial","Street","203",2109,356849,"440 Commercial Street #203 02109"
"440","Commercial","Street","303",2109,356849,"440 Commercial Street #303 02109"
"1650","Commonwealth","Avenue","201",2135,38205,"1650 Commonwealth Avenue #201 02135"
"1650","Commonwealth","Avenue","307",2135,38205,"1650 Commonwealth Avenue #307 02135"
"1650","Commonwealth","Avenue","401",2135,38205,"1650 Commonwealth Avenue #401 02135"
"1650","Commonwealth","Avenue","502",2135,38205,"1650 Commonwealth Avenue #502 02135"
"1650","Commonwealth","Avenue","601",2135,38205,"1650 Commonwealth Avenue #601 02135"
"346-354","Congress","Street","102",2210,342794,"346-354 Congress Street #102 02210"
"346-354","Congress","Street","104",2210,342794,"346-354 Congress Street #104 02210"
"346-354","Congress","Street","106",2210,342794,"346-354 Congress Street #106 02210"
"346-354","Congress","Street","201",2210,349841,"346-354 Congress Street #201 02210"
"346-354","Congress","Street","303",2210,348737,"346-354 Congress Street #303 02210"
"346-354","Congress","Street","314",2210,348738,"346-354 Congress Street #314 02210"
"346-354","Congress","Street","416",2210,348676,"346-354 Congress Street #416 02210"
"346-354","Congress","Street","514",2210,342794,"346-354 Congress Street #514 02210"
"65","Cornwall","Street","110",2130,43137,"65 Cornwall Street #110 02130"
"65","Cornwall","Street","204",2130,43121,"65 Cornwall Street #204 02130"
"65","Cornwall","Street","208",2130,43139,"65 Cornwall Street #208 02130"
"345","D","Street","2",2127,45496,"345 D Street #2 02127"
"12","Dacy","Street","11",2136,45590,"12 Dacy Street #11 02136"
"25","Dale","Street","1",2119,45722,"25 Dale Street #1 02119"
"25","Dale","Street","2",2119,45723,"25 Dale Street #2 02119"
"25","Dale","Street","3",2119,45724,"25 Dale Street #3 02119"
"25","Dale","Street","4",2119,45725,"25 Dale Street #4 02119"
"141","Dorchester","Avenue","514",2127,340495,"141 Dorchester Avenue #514 02127"
"141","Dorchester","Avenue","LW-201",2127,343385,"141 Dorchester Avenue #LW-201 02127"
"150","Dorchester","Avenue","103",2127,344719,"150 Dorchester Avenue #103 02127"
"150","Dorchester","Avenue","205",2127,344729,"150 Dorchester Avenue #205 02127"
"150","Dorchester","Avenue","208",2727,344732,"150 Dorchester Avenue #208 02727"
"150","Dorchester","Avenue","303",2127,344735,"150 Dorchester Avenue #303 02127"
"150","Dorchester","Avenue","306",2127,344737,"150 Dorchester Avenue #306 02127"
"150","Dorchester","Avenue","402",2127,344741,"150 Dorchester Avenue #402 02127"
"225","Dorchester","Street","12",2127,352614,"225 Dorchester Street #12 02127"
"225","Dorchester","Street","17",2127,352614,"225 Dorchester Street #17 02127"
"225","Dorchester","Street","23",2127,352614,"225 Dorchester Street #23 02127"
"225","Dorchester","Street","28",2127,352614,"225 Dorchester Street #28 02127"
"488","Dorchester","Avenue","2F",2127,421255,"488 Dorchester Avenue #2F 02127"
"488","Dorchester","Avenue","2J",2127,421257,"488 Dorchester Avenue #2J 02127"
"488","Dorchester","Avenue","3E",2127,421258,"488 Dorchester Avenue #3E 02127"
"488","Dorchester","Avenue","3H",2127,421259,"488 Dorchester Avenue #3H 02127"
"944","Dorchester","Avenue","6",2125,48787,"944 Dorchester Avenue #6 02125"
"944","Dorchester","Avenue","14",2125,48787,"944 Dorchester Avenue #14 02125"
"944","Dorchester","Avenue","16",2125,48787,"944 Dorchester Avenue #16 02125"
"944","Dorchester","Avenue","24",2125,345329,"944 Dorchester Avenue #24 02125"
"944","Dorchester","Avenue","26",2125,48787,"944 Dorchester Avenue #26 02125"
"944","Dorchester","Avenue","27",2125,48787,"944 Dorchester Avenue #27 02125"
"944","Dorchester","Avenue","31",2125,48787,"944 Dorchester Avenue #31 02125"
"944","Dorchester","Avenue","32",2125,48787,"944 Dorchester Avenue #32 02125"
"950","Dorchester","Avenue","203",2125,48794,"950 Dorchester Avenue #203 02125"
"950","Dorchester","Avenue","206",2125,48797,"950 Dorchester Avenue #206 02125"
"148-152","Dorchester","Street","111",2127,225731,"148-152 Dorchester Street #111 02127"
"148-152","Dorchester","Street","210",2127,225731,"148-152 Dorchester Street #210 02127"
"148-152","Dorchester","Street","311",2127,225731,"148-152 Dorchester Street #311 02127"
"148-152","Dorchester","Street","414",2127,225731,"148-152 Dorchester Street #414 02127"
"1971-1977","Dorchester","Avenue","5003",2124,353154,"1971-1977 Dorchester Avenue #5003 02124"
"1971-1977","Dorchester","Avenue","5009",2124,353154,"1971-1977 Dorchester Avenue #5009 02124"
"1971-1977","Dorchester","Avenue","5016",2124,353154,"1971-1977 Dorchester Avenue #5016 02124"
"1971-1977","Dorchester","Avenue","6016",2124,353154,"1971-1977 Dorchester Avenue #6016 02124"
"205","E","Street","18S",2127,341801,"205 E Street #18S 02127"
"205","E","Street","1N",2127,341801,"205 E Street #1N 02127"
"205","E","Street","4S",2127,341801,"205 E Street #4S 02127"
"205","E","Street","7N",2127,341801,"205 E Street #7N 02127"
"309","E","Street","26",2127,355744,"309 E Street #26 02127"
"309","E","Street","34",2127,355748,"309 E Street #34 02127"
"69","East Berkeley","Street","69-4",2118,15116,"69 East Berkeley Street #69-4 02118"
"69","East Berkeley","Street","69-7",2118,15119,"69 East Berkeley Street #69-7 02118"
"73","East Berkeley","Street","73-1",2118,15123,"73 East Berkeley Street #73-1 02118"
"73","East Berkeley","Street","73-2",2118,15124,"73 East Berkeley Street #73-2 02118"
"73","East Berkeley","Street","73-4",2118,15126,"73 East Berkeley Street #73-4 02118"
"73","East Berkeley","Street","73-5",2118,15127,"73 East Berkeley Street #73-5 02118"
"73","East Berkeley","Street","73-6",2118,15128,"73 East Berkeley Street #73-6 02118"
"73","East Berkeley","Street","73-7",2118,15129,"73 East Berkeley Street #73-7 02118"
"77","East Berkeley","Street","77-1",2118,15130,"77 East Berkeley Street #77-1 02118"
"77","East Berkeley","Street","77-10",2118,15136,"77 East Berkeley Street #77-10 02118"
"77","East Berkeley","Street","77-2",2118,15131,"77 East Berkeley Street #77-2 02118"
"77","East Berkeley","Street","77-6",2118,15135,"77 East Berkeley Street #77-6 02118"
"77","East Berkeley","Street","77-7",2118,15136,"77 East Berkeley Street #77-7 02118"
"77","East Berkeley","Street","77-8",2118,15137,"77 East Berkeley Street #77-8 02118"
"77","East Berkeley","Street","77-9",2118,15138,"77 East Berkeley Street #77-9 02118"
"81","East Berkeley","Street","81-1",2118,174876,"81 East Berkeley Street #81-1 02118"
"81","East Berkeley","Street","81-2",2118,174876,"81 East Berkeley Street #81-2 02118"
"81","East Berkeley","Street","81-3",2118,174876,"81 East Berkeley Street #81-3 02118"
"81","East Berkeley","Street","81-4",2118,174876,"81 East Berkeley Street #81-4 02118"
"81","East Berkeley","Street","81-5",2118,174876,"81 East Berkeley Street #81-5 02118"
"81","East Berkeley","Street","81-6",2118,174876,"81 East Berkeley Street #81-6 02118"
"81","East Berkeley","Street","81-7",2118,174876,"81 East Berkeley Street #81-7 02118"
"139","East Berkeley","Street","101",2118,372696,"139 East Berkeley Street #101 02118"
"139","East Berkeley","Street","102",2118,372697,"139 East Berkeley Street #102 02118"
"621","East First","Street","A-1",2127,58382,"621 East First Street #A-1 02127"
"621","East First","Street","A-7",2127,58382,"621 East First Street #A-7 02127"
"621","East First","Street","B-3",2127,58382,"621 East First Street #B-3 02127"
"621","East First","Street","B-4",2127,58382,"621 East First Street #B-4 02127"
"616","East Fourth","Street","101",2127,59901,"616 East Fourth Street #101 02127"
"616","East Fourth","Street","103",2127,59901,"616 East Fourth Street #103 02127"
"616","East Fourth","Street","206",2210,59901,"616 East Fourth Street #206 02210"
"525","East Second","Street","4",2127,124336,"525 East Second Street #4 02127"
"655","East Second","Street","105",2127,388204,"655 East Second Street #105 02127"
"655","East Second","Street","109",2127,388208,"655 East Second Street #109 02127"
"881","East Second","Street","3",2127,428727,"881 East Second Street #3 02127"
"881","East Second","Street","8",2127,428732,"881 East Second Street #8 02127"
"10","East Springfield","Street","2",2118,129772,"10 East Springfield Street #2 02118"
"770","East Third","Street","4",2127,344942,"770 East Third Street #4 02127"
"772","East Third","Street","4",2127,349881,"772 East Third Street #4 02127"
"181","Essex","Street","E-203",2111,54299,"181 Essex Street #E-203 02111"
"181","Essex","Street","E-301",2111,54302,"181 Essex Street #E-301 02111"
"181","Essex","Street","E-305",2111,54306,"181 Essex Street #E-305 02111"
"181","Essex","Street","E-401",2111,54307,"181 Essex Street #E-401 02111"
"21","Father Francis J. Gilday","Street","509",2118,56702,"21 Father Francis J. Gilday Street #509 02118"
"35","Fay","Street","E-210",2118,56851,"35 Fay Street #E-210 02118"
"35","Fay","Street","E-212",2118,56853,"35 Fay Street #E-212 02118"
"35","Fay","Street","E-216",2118,56856,"35 Fay Street #E-216 02118"
"35","Fay","Street","E-306",2118,56863,"35 Fay Street #E-306 02118"
"35","Fay","Street","E-310",2118,56867,"35 Fay Street #E-310 02118"
"35","Fay","Street","E-312",2118,56869,"35 Fay Street #E-312 02118"
"35","Fay","Street","E-406",2118,56879,"35 Fay Street #E-406 02118"
"40","Fay","Street","H-203",2118,56909,"40 Fay Street #H-203 02118"
"40","Fay","Street","H-204",2118,56910,"40 Fay Street #H-204 02118"
"40","Fay","Street","H-205",2118,56911,"40 Fay Street #H-205 02118"
"40","Fay","Street","H-304",2118,56917,"40 Fay Street #H-304 02118"
"40","Fay","Street","H-305",2118,56918,"40 Fay Street #H-305 02118"
"40","Fay","Street","H-404",2118,56924,"40 Fay Street #H-404 02118"
"45","First","Avenue","108",2129,429211,"45 First Avenue #108 02129"
"45","First","Avenue","112",2129,429214,"45 First Avenue #112 02129"
"45","First","Avenue","201",2129,429215,"45 First Avenue #201 02129"
"45","First","Avenue","206",2129,429220,"45 First Avenue #206 02129"
"45","First","Avenue","210",2129,429224,"45 First Avenue #210 02129"
"45","First","Avenue","306",2129,429231,"45 First Avenue #306 02129"
"45","First","Avenue","310",2129,429234,"45 First Avenue #310 02129"
"45","First","Avenue","313",2129,343215,"45 First Avenue #313 02129"
"45","First","Avenue","401",2129,429237,"45 First Avenue #401 02129"
"45","First","Avenue","406",2129,429242,"45 First Avenue #406 02129"
"45","First","Avenue","410",2129,429245,"45 First Avenue #410 02129"
"110","First","Avenue","101",2129,394412,"110 First Avenue #101 02129"
"110","First","Avenue","102",2129,394413,"110 First Avenue #102 02129"
"110","First","Avenue","201",2129,394416,"110 First Avenue #201 02129"
"110","First","Avenue","202",2129,394417,"110 First Avenue #202 02129"
"110","First","Avenue","301",2129,394418,"110 First Avenue #301 02129"
"110","First","Avenue","302",2129,394419,"110 First Avenue #302 02129"
"110","First","Avenue","303",2129,394420,"110 First Avenue #303 02129"
"110","First","Avenue","304",2129,394421,"110 First Avenue #304 02129"
"110","First","Avenue","401",2129,394406,"110 First Avenue #401 02129"
"110","First","Avenue","402",2129,394407,"110 First Avenue #402 02129"
"110","First","Avenue","403",2129,394408,"110 First Avenue #403 02129"
"110","First","Avenue","404",2129,394409,"110 First Avenue #404 02129"
"110","First","Avenue","501",2129,394401,"110 First Avenue #501 02129"
"110","First","Avenue","502",2129,394402,"110 First Avenue #502 02129"
"110","First","Avenue","503",2129,165260,"110 First Avenue #503 02129"
"110","First","Avenue","504",2129,394415,"110 First Avenue #504 02129"
"110","First","Avenue","601",2129,394403,"110 First Avenue #601 02129"
"110","First","Avenue","602",2129,394404,"110 First Avenue #602 02129"
"24","Forbes","Street","1",2130,159448,"24 Forbes Street #1 02130"
"26","Forbes","Street","1",2130,160442,"26 Forbes Street #1 02130"
"28","Forbes","Street","1",2130,160500,"28 Forbes Street #1 02130"
"100","Fulton","Street","1R",2109,357084,"100 Fulton Street #1R 02109"
"100","Fulton","Street","1S",2109,357085,"100 Fulton Street #1S 02109"
"100","Fulton","Street","1T",2109,357086,"100 Fulton Street #1T 02109"
"100","Fulton","Street","2A",2109,357115,"100 Fulton Street #2A 02109"
"100","Fulton","Street","2V",2109,61266,"100 Fulton Street #2V 02109"
"100","Fulton","Street","3V",2109,61275,"100 Fulton Street #3V 02109"
"431","Gallivan","Boulevard",NA,2124,383244,"431 Gallivan Boulevard #NA 02124"
"435","Gallivan","Boulevard",NA,2124,383246,"435 Gallivan Boulevard #NA 02124"
"1","Garden","Street","1",2114,62438,"1 Garden Street #1 02114"
"9","Gardner","Street","4",2134,349753,"9 Gardner Street #4 02134"
"9","Gardner","Street","6",2134,349755,"9 Gardner Street #6 02134"
"120","George","Street","1",2119,240844,"120 George Street #1 02119"
"120","George","Street","2",2119,240845,"120 George Street #2 02119"
"120","George","Street","3",2121,240846,"120 George Street #3 02121"
"120","George","Street","4",2121,240847,"120 George Street #4 02121"
"2","Glenwood","Avenue","1",2136,64804,"2 Glenwood Avenue #1 02136"
"6","Gordon","Avenue","6",2136,350094,"6 Gordon Avenue #6 02136"
"8","Gordon","Avenue","8",2136,65397,"8 Gordon Avenue #8 02136"
"23A","Grantley","Street","1",2136,65958,"23A Grantley Street #1 02136"
"25B","Grantley","Street","6",2136,65963,"25B Grantley Street #6 02136"
"111","Green","Street","101",2130,396984,"111 Green Street #101 02130"
"111","Green","Street","202",2130,396987,"111 Green Street #202 02130"
"131","Green","Street","107",2130,349495,"131 Green Street #107 02130"
"156","Green","Street","202",2130,165762,"156 Green Street #202 02130"
"156","Green","Street","305",2130,165762,"156 Green Street #305 02130"
"101A","Grew","Avenue","IV-8",2131,67047,"101A Grew Avenue #IV-8 02131"
"103B","Grew","Avenue","IV-7",2131,67049,"103B Grew Avenue #IV-7 02131"
"83A","Grew","Avenue","VI-2",2131,67141,"83A Grew Avenue #VI-2 02131"
"83B","Grew","Avenue","VI-1",2131,67140,"83B Grew Avenue #VI-1 02131"
"85B","Grew","Avenue","VI-3",2131,67143,"85B Grew Avenue #VI-3 02131"
"89B","Grew","Avenue","VI-7",2131,67146,"89B Grew Avenue #VI-7 02131"
"97A","Grew","Avenue","V-2",2131,67156,"97A Grew Avenue #V-2 02131"
"725","Harrison","Avenue","E-101",2118,371816,"725 Harrison Avenue #E-101 02118"
"725","Harrison","Avenue","E-201",2118,70004,"725 Harrison Avenue #E-201 02118"
"725","Harrison","Avenue","E-203",2118,70006,"725 Harrison Avenue #E-203 02118"
"725","Harrison","Avenue","E-305",2118,70011,"725 Harrison Avenue #E-305 02118"
"725","Harrison","Avenue","E-401",2118,70013,"725 Harrison Avenue #E-401 02118"
"725","Harrison","Avenue","E-405",2118,70017,"725 Harrison Avenue #E-405 02118"
"725","Harrison","Avenue","E-406",2118,70018,"725 Harrison Avenue #E-406 02118"
"725","Harrison","Avenue","E-501",2118,70019,"725 Harrison Avenue #E-501 02118"
"725","Harrison","Avenue","E-506",2118,70024,"725 Harrison Avenue #E-506 02118"
"735","Harrison","Avenue","W-102",2118,70027,"735 Harrison Avenue #W-102 02118"
"735","Harrison","Avenue","W-201",2118,70034,"735 Harrison Avenue #W-201 02118"
"735","Harrison","Avenue","W-202",2118,70035,"735 Harrison Avenue #W-202 02118"
"735","Harrison","Avenue","W-203",2118,70036,"735 Harrison Avenue #W-203 02118"
