"Address","Street #","Street Name","Street suffix","Unit #","ZIP","unit_id"
"110 First Avenue #202 02129","110","First","Avenue","202","02129","#202"
"110 First Avenue #301 02129","110","First","Avenue","301","02129","#301"
"110 First Avenue #302 02129","110","First","Avenue","302","02129","#302"
"110 First Avenue #303 02129","110","First","Avenue","303","02129","#303"
"110 First Avenue #304 02129","110","First","Avenue","304","02129","#304"
"110 First Avenue #401 02129","110","First","Avenue","401","02129","#401"
"110 First Avenue #402 02129","110","First","Avenue","402","02129","#402"
"110 First Avenue #403 02129","110","First","Avenue","403","02129","#403"
"110 First Avenue #404 02129","110","First","Avenue","404","02129","#404"
"110 First Avenue #501 02129","110","First","Avenue","501","02129","#501"
"110 First Avenue #502 02129","110","First","Avenue","502","02129","#502"
"110 First Avenue #503 02129","110","First","Avenue","503","02129","#503"
"110 First Avenue #504 02129","110","First","Avenue","504","02129","#504"
"110 First Avenue #601 02129","110","First","Avenue","601","02129","#601"
"110 First Avenue #602 02129","110","First","Avenue","602","02129","#602"
"24 Forbes Street #1 02130","24","Forbes","Street","1","02130","#1"
"26 Forbes Street #1 02130","26","Forbes","Street","1","02130","#1"
"28 Forbes Street #1 02130","28","Forbes","Street","1","02130","#1"
"100 Fulton Street #1R 02109","100","Fulton","Street","1R","02109","#1R"
"100 Fulton Street #1S 02109","100","Fulton","Street","1S","02109","#1S"
"100 Fulton Street #1T 02109","100","Fulton","Street","1T","02109","#1T"
"100 Fulton Street #2A 02109","100","Fulton","Street","2A","02109","#2A"
"100 Fulton Street #2V 02109","100","Fulton","Street","2V","02109","#2V"
"100 Fulton Street #3V 02109","100","Fulton","Street","3V","02109","#3V"
"431 Gallivan Boulevard #NA 02124","431","Gallivan","Boulevard",NA,"02124","#NA"
"435 Gallivan Boulevard #NA 02124","435","Gallivan","Boulevard",NA,"02124","#NA"
"1 Garden Street #1 02114","1","Garden","Street","1","02114","#1"
"9 Gardner Street #4 02134","9","Gardner","Street","4","02134","#4"
"9 Gardner Street #6 02134","9","Gardner","Street","6","02134","#6"
"120 George Street #1 02119","120","George","Street","1","02119","#1"
"120 George Street #2 02119","120","George","Street","2","02119","#2"
"120 George Street #3 02121","120","George","Street","3","02121","#3"
"120 George Street #4 02121","120","George","Street","4","02121","#4"
"2 Glenwood Avenue #1 02136","2","Glenwood","Avenue","1","02136","#1"
"6 Gordon Avenue #6 02136","6","Gordon","Avenue","6","02136","#6"
"8 Gordon Avenue #8 02136","8","Gordon","Avenue","8","02136","#8"
"23A Grantley Street #1 02136","23A","Grantley","Street","1","02136","#1"
"25B Grantley Street #6 02136","25B","Grantley","Street","6","02136","#6"
"111 Green Street #101 02130","111","Green","Street","101","02130","#101"
"111 Green Street #202 02130","111","Green","Street","202","02130","#202"
"131 Green Street #107 02130","131","Green","Street","107","02130","#107"
"156 Green Street #202 02130","156","Green","Street","202","02130","#202"
"156 Green Street #305 02130","156","Green","Street","305","02130","#305"
"101A Grew Avenue #IV-8 02131","101A","Grew","Avenue","IV-8","02131","#IV-8"
"103B Grew Avenue #IV-7 02131","103B","Grew","Avenue","IV-7","02131","#IV-7"
"83A Grew Avenue #VI-2 02131","83A","Grew","Avenue","VI-2","02131","#VI-2"
"83B Grew Avenue #VI-1 02131","83B","Grew","Avenue","VI-1","02131","#VI-1"
"85B Grew Avenue #VI-3 02131","85B","Grew","Avenue","VI-3","02131","#VI-3"
"89B Grew Avenue #VI-7 02131","89B","Grew","Avenue","VI-7","02131","#VI-7"
"97A Grew Avenue #V-2 02131","97A","Grew","Avenue","V-2","02131","#V-2"
"725 Harrison Avenue #E-101 02118","725","Harrison","Avenue","E-101","02118","#E-101"
"725 Harrison Avenue #E-201 02118","725","Harrison","Avenue","E-201","02118","#E-201"
"725 Harrison Avenue #E-203 02118","725","Harrison","Avenue","E-203","02118","#E-203"
"725 Harrison Avenue #E-305 02118","725","Harrison","Avenue","E-305","02118","#E-305"
"725 Harrison Avenue #E-401 02118","725","Harrison","Avenue","E-401","02118","#E-401"
"725 Harrison Avenue #E-405 02118","725","Harrison","Avenue","E-405","02118","#E-405"
"725 Harrison Avenue #E-406 02118","725","Harrison","Avenue","E-406","02118","#E-406"
"725 Harrison Avenue #E-501 02118","725","Harrison","Avenue","E-501","02118","#E-501"
"725 Harrison Avenue #E-506 02118","725","Harrison","Avenue","E-506","02118","#E-506"
"735 Harrison Avenue #W-102 02118","735","Harrison","Avenue","W-102","02118","#W-102"
"735 Harrison Avenue #W-201 02118","735","Harrison","Avenue","W-201","02118","#W-201"
"735 Harrison Avenue #W-202 02118","735","Harrison","Avenue","W-202","02118","#W-202"
"735 Harrison Avenue #W-203 02118","735","Harrison","Avenue","W-203","02118","#W-203"
"735 Harrison Avenue #W-301 02118","735","Harrison","Avenue","W-301","02118","#W-301"
"735 Harrison Avenue #W-302 02118","735","Harrison","Avenue","W-302","02118","#W-302"
"735 Harrison Avenue #W-303 02118","735","Harrison","Avenue","W-303","02118","#W-303"
"735 Harrison Avenue #W-304 02118","735","Harrison","Avenue","W-304","02118","#W-304"
"735 Harrison Avenue #W-305 02118","735","Harrison","Avenue","W-305","02118","#W-305"
"735 Harrison Avenue #W-401 02118","735","Harrison","Avenue","W-401","02118","#W-401"
"735 Harrison Avenue #W-402 02118","735","Harrison","Avenue","W-402","02118","#W-402"
"735 Harrison Avenue #W-403 02118","735","Harrison","Avenue","W-403","02118","#W-403"
"735 Harrison Avenue #W-404 02118","735","Harrison","Avenue","W-404","02118","#W-404"
"735 Harrison Avenue #W-405 02118","735","Harrison","Avenue","W-405","02118","#W-405"
"2 Hawthorne Place #14K 02114","2","Hawthorne","Place","14K","02114","#14K"
"251 Heath Street #101 02130","251","Heath","Street","101","02130","#101"
"251 Heath Street #104 02130","251","Heath","Street","104","02130","#104"
"251 Heath Street #109 02130","251","Heath","Street","109","02130","#109"
"251 Heath Street #212 02130","251","Heath","Street","212","02130","#212"
"251 Heath Street #302 02130","251","Heath","Street","302","02130","#302"
"251 Heath Street #307 02130","251","Heath","Street","307","02130","#307"
"251 Heath Street #412 02130","251","Heath","Street","412","02130","#412"
"251 Heath Street #415 02130","251","Heath","Street","415","02130","#415"
"4A Herman Street #4A 02119","4A","Herman","Street","4A","02119","#4A"
"4B Herman Street #4B 02119","4B","Herman","Street","4B","02119","#4B"
"67 Highland Street #1 02119","67","Highland","Street","1","02119","#1"
"75 Highland Street #2 02119","75","Highland","Street","2","02119","#2"
"226-232 Highland Street #230 02119","226-232","Highland","Street","230","02119","#230"
"18 Hollander Street #18 02135","18","Hollander","Street","18","02135","#18"
"20 Hollander Street #20 02121","20","Hollander","Street","20","02121","#20"
"22 Hollander Street #22 02135","22","Hollander","Street","22","02135","#22"
"24 Hollander Street #24 02135","24","Hollander","Street","24","02135","#24"
"26 Hollander Street #26 02135","26","Hollander","Street","26","02135","#26"
"28 Hollander Street #28 02114","28","Hollander","Street","28","02114","#28"
"30 Hollander Street #30 02114","30","Hollander","Street","30","02114","#30"
"32 Hollander Street #32 02121","32","Hollander","Street","32","02121","#32"
"34 Hollander Street #34 02114","34","Hollander","Street","34","02114","#34"
"36 Hollander Street #36 02127","36","Hollander","Street","36","02127","#36"
"38 Hollander Street #38 02121","38","Hollander","Street","38","02121","#38"
"40 Hollander Street #40 02121","40","Hollander","Street","40","02121","#40"
"44 Hollander Street #44 02121","44","Hollander","Street","44","02121","#44"
"46 Hollander Street #46 02121","46","Hollander","Street","46","02121","#46"
"113 Holton Street #1 02135","113","Holton","Street","1","02135","#1"
"115 Holton Street #3 02127","115","Holton","Street","3","02127","#3"
"117 Holton Street #5 02127","117","Holton","Street","5","02127","#5"
"119 Holton Street #7 02127","119","Holton","Street","7","02127","#7"
"121 Holton Street #9 02127","121","Holton","Street","9","02127","#9"
"123 Holton Street #11 02130","123","Holton","Street","11","02130","#11"
"113A Holton Street #2 02135","113A","Holton","Street","2","02135","#2"
"115A Holton Street #4 02127","115A","Holton","Street","4","02127","#4"
"117A Holton Street #6 02127","117A","Holton","Street","6","02127","#6"
"119A Holton Street #8 02127","119A","Holton","Street","8","02127","#8"
"121A Holton Street #10 02130","121A","Holton","Street","10","02130","#10"
"123A Holton Street #12 02114","123A","Holton","Street","12","02114","#12"
"153 Hyde Park Avenue #B 02130","153","Hyde Park","Avenue","B","02130","#B"
"157 Hyde Park Avenue #B 02130","157","Hyde Park","Avenue","B","02130","#B"
"169 Hyde Park Avenue #B 02130","169","Hyde Park","Avenue","B","02130","#B"
"3 Johnson Terrace #1 02124","3","Johnson","Terrace","1","02124","#1"
"3 Johnson Terrace #2 02124","3","Johnson","Terrace","2","02124","#2"
"3 Johnson Terrace #3 02124","3","Johnson","Terrace","3","02124","#3"
"3 Johnson Terrace #4 02124","3","Johnson","Terrace","4","02124","#4"
"3 Johnson Terrace #5 02124","3","Johnson","Terrace","5","02124","#5"
"3 Johnson Terrace #6 02124","3","Johnson","Terrace","6","02124","#6"
"3 Johnson Terrace #7 02124","3","Johnson","Terrace","7","02124","#7"
"3 Johnson Terrace #8 02124","3","Johnson","Terrace","8","02124","#8"
"88 Kingston Street #1A 02111","88","Kingston","Street","1A","02111","#1A"
"88 Kingston Street #1C 02111","88","Kingston","Street","1C","02111","#1C"
"88 Kingston Street #3B 02111","88","Kingston","Street","3B","02111","#3B"
"88 Kingston Street #3C 02111","88","Kingston","Street","3C","02111","#3C"
"3 Lambert Street #1 02119","3","Lambert","Street","1","02119","#1"
"5 Lambert Street #1 02119","5","Lambert","Street","1","02119","#1"
"2 Lee Hill Road #6 02131","2","Lee Hill","Road","6","02131","#6"
"22 Liberty Drive #3G 02210","22","Liberty","Drive","3G","02210","#3G"
"22 Liberty Drive #4J 02210","22","Liberty","Drive","4J","02210","#4J"
"50 Liberty Drive #3E 02210","50","Liberty","Drive","3E","02210","#3E"
"50 Liberty Drive #3I 02210","50","Liberty","Drive","3I","02210","#3I"
"50 Liberty Drive #4H 02210","50","Liberty","Drive","4H","02210","#4H"
"50 Liberty Drive #5H 02210","50","Liberty","Drive","5H","02210","#5H"
"70 Lincoln Street #L-216 02111","70","Lincoln","Street","L-216","02111","#L-216"
"70 Lincoln Street #L-217 02111","70","Lincoln","Street","L-217","02111","#L-217"
"70 Lincoln Street #L-314 02111","70","Lincoln","Street","L-314","02111","#L-314"
"70 Lincoln Street #L-319 02111","70","Lincoln","Street","L-319","02111","#L-319"
"70 Lincoln Street #L-410 02111","70","Lincoln","Street","L-410","02111","#L-410"
"70 Lincoln Street #L-415 02111","70","Lincoln","Street","L-415","02111","#L-415"
"70 Lincoln Street #L-517 02111","70","Lincoln","Street","L-517","02111","#L-517"
"101 Litchfield Street #13 02114","101","Litchfield","Street","13","02114","#13"
"103 Litchfield Street #15 02127","103","Litchfield","Street","15","02127","#15"
"105 Litchfield Street #17 02129","105","Litchfield","Street","17","02129","#17"
"107 Litchfield Street #19 02135","107","Litchfield","Street","19","02135","#19"
"101A Litchfield Street #14 02114","101A","Litchfield","Street","14","02114","#14"
"103A Litchfield Street #16 02129","103A","Litchfield","Street","16","02129","#16"
"105A Litchfield Street #18 02135","105A","Litchfield","Street","18","02135","#18"
"107A Litchfield Street #20 02135","107A","Litchfield","Street","20","02135","#20"
"1-3 Louis Terrace #1B 02124","1-3","Louis","Terrace","1B","02124","#1B"
"257 Main Street #2 02129","257","Main","Street","2","02129","#2"
"257 Main Street #3 02129","257","Main","Street","3","02129","#3"
"261 Main Street #2 02129","261","Main","Street","2","02129","#2"
"261 Main Street #3 02129","261","Main","Street","3","02129","#3"
"438 Main Street #NA 02129","438","Main","Street",NA,"02129","#NA"
"440 Main Street #NA 02129","440","Main","Street",NA,"02129","#NA"
"446 Main Street #NA 02129","446","Main","Street",NA,"02129","#NA"
"449 Main Street #NA 02129","449","Main","Street",NA,"02129","#NA"
"451 Main Street #NA 02129","451","Main","Street",NA,"02129","#NA"
"456 Main Street #NA 02129","456","Main","Street",NA,"02129","#NA"
"457 Main Street #NA 02129","457","Main","Street",NA,"02129","#NA"
"459 Main Street #NA 02129","459","Main","Street",NA,"02129","#NA"
"466 Main Street #NA 02129","466","Main","Street",NA,"02129","#NA"
"470 Main Street #NA 02129","470","Main","Street",NA,"02129","#NA"
"185 Massachusetts Avenue #101 02115","185","Massachusetts","Avenue","101","02115","#101"
"185 Massachusetts Avenue #102 02115","185","Massachusetts","Avenue","102","02115","#102"
"424 Massachusetts Avenue #101 02134","424","Massachusetts","Avenue","101","02134","#101"
"424 Massachusetts Avenue #301 02118","424","Massachusetts","Avenue","301","02118","#301"
"691 Massachusetts Avenue #104 02116","691","Massachusetts","Avenue","104","02116","#104"
"691 Massachusetts Avenue #105 02116","691","Massachusetts","Avenue","105","02116","#105"
"320 Maverick Street #205 02128","320","Maverick","Street","205","02128","#205"
"320 Maverick Street #208 02128","320","Maverick","Street","208","02128","#208"
"320 Maverick Street #302 02128","320","Maverick","Street","302","02128","#302"
"320 Maverick Street #306 02128","320","Maverick","Street","306","02128","#306"
"300 Medford Street #1 02129","300","Medford","Street","1","02129","#1"
"300 Medford Street #2 02129","300","Medford","Street","2","02129","#2"
"300 Medford Street #3 02129","300","Medford","Street","3","02129","#3"
"250 Meridian Street #210 02128","250","Meridian","Street","210","02128","#210"
"250 Meridian Street #212 02128","250","Meridian","Street","212","02128","#212"
"250 Meridian Street #301 02128","250","Meridian","Street","301","02128","#301"
"250 Meridian Street #309 02128","250","Meridian","Street","309","02128","#309"
"250 Meridian Street #312 02128","250","Meridian","Street","312","02128","#312"
"250 Meridian Street #409 02128","250","Meridian","Street","409","02128","#409"
"250 Meridian Street #414 02128","250","Meridian","Street","414","02128","#414"
"250 Meridian Street #512 02128","250","Meridian","Street","512","02128","#512"
"16 Miner Street #113 02114","16","Miner","Street","113","02114","#113"
"16 Miner Street #202 02127","16","Miner","Street","202","02127","#202"
"16 Miner Street #209 02130","16","Miner","Street","209","02130","#209"
"16 Miner Street #305 02127","16","Miner","Street","305","02127","#305"
"16 Miner Street #407 02215","16","Miner","Street","407","02215","#407"
"120 Mountfort Street #101 02215","120","Mountfort","Street","101","02215","#101"
"120 Mountfort Street #106 02215","120","Mountfort","Street","106","02215","#106"
"120 Mountfort Street #304 02215","120","Mountfort","Street","304","02215","#304"
"120 Mountfort Street #405 02215","120","Mountfort","Street","405","02215","#405"
"1 Nassau Street #1002 02111","1","Nassau","Street","1002","02111","#1002"
"1 Nassau Street #1003 02111","1","Nassau","Street","1003","02111","#1003"
"1 Nassau Street #1006 02111","1","Nassau","Street","1006","02111","#1006"
"1 Nassau Street #1007 02111","1","Nassau","Street","1007","02111","#1007"
"1 Nassau Street #1008 02111","1","Nassau","Street","1008","02111","#1008"
"1 Nassau Street #1102 02111","1","Nassau","Street","1102","02111","#1102"
"1 Nassau Street #1103 02111","1","Nassau","Street","1103","02111","#1103"
"1 Nassau Street #1106 02111","1","Nassau","Street","1106","02111","#1106"
"1 Nassau Street #1107 02111","1","Nassau","Street","1107","02111","#1107"
"1 Nassau Street #1108 02111","1","Nassau","Street","1108","02111","#1108"
"1 Nassau Street #1202 02111","1","Nassau","Street","1202","02111","#1202"
"1 Nassau Street #1204 02111","1","Nassau","Street","1204","02111","#1204"
"1 Nassau Street #1205 02111","1","Nassau","Street","1205","02111","#1205"
"1 Nassau Street #1207 02111","1","Nassau","Street","1207","02111","#1207"
"1 Nassau Street #1208 02111","1","Nassau","Street","1208","02111","#1208"
"1 Nassau Street #1303 02111","1","Nassau","Street","1303","02111","#1303"
"1 Nassau Street #1306 02111","1","Nassau","Street","1306","02111","#1306"
"1 Nassau Street #1307 02111","1","Nassau","Street","1307","02111","#1307"
"1 Nassau Street #1308 02111","1","Nassau","Street","1308","02111","#1308"
"1 Nassau Street #1403 02111","1","Nassau","Street","1403","02111","#1403"
"1 Nassau Street #1404 02111","1","Nassau","Street","1404","02111","#1404"
"1 Nassau Street #1406 02111","1","Nassau","Street","1406","02111","#1406"
"1 Nassau Street #1503 02111","1","Nassau","Street","1503","02111","#1503"
"1 Nassau Street #1505 02111","1","Nassau","Street","1505","02111","#1505"
"1 Nassau Street #1506 02111","1","Nassau","Street","1506","02111","#1506"
"1 Nassau Street #1507 02111","1","Nassau","Street","1507","02111","#1507"
"1 Nassau Street #1602 02111","1","Nassau","Street","1602","02111","#1602"
"1 Nassau Street #1604 02111","1","Nassau","Street","1604","02111","#1604"
"1 Nassau Street #1606 02111","1","Nassau","Street","1606","02111","#1606"
"1 Nassau Street #1608 02111","1","Nassau","Street","1608","02111","#1608"
"1 Nassau Street #1708 02111","1","Nassau","Street","1708","02111","#1708"
"1 Nassau Street #1908 02111","1","Nassau","Street","1908","02111","#1908"
"360 Newbury Street #402 02115","360","Newbury","Street","402","02115","#402"
"360 Newbury Street #406 02115","360","Newbury","Street","406","02115","#406"
"360 Newbury Street #506 02115","360","Newbury","Street","506","02115","#506"
"360 Newbury Street #606 02115","360","Newbury","Street","606","02115","#606"
"360 Newbury Street #706 02115","360","Newbury","Street","706","02115","#706"
"65 Nightingale Street #1A 02124","65","Nightingale","Street","1A","02124","#1A"
"65 Nightingale Street #2A 02124","65","Nightingale","Street","2A","02124","#2A"
"65 Nightingale Street #3A 02124","65","Nightingale","Street","3A","02124","#3A"
"67 Nightingale Street #3B 02124","67","Nightingale","Street","3B","02124","#3B"
"67 Nightingale Street #4B 02124","67","Nightingale","Street","4B","02124","#4B"
"69 Nightingale Street #1 02124","69","Nightingale","Street","1","02124","#1"
"69 Nightingale Street #2 02124","69","Nightingale","Street","2","02124","#2"
"69 Nightingale Street #3 02124","69","Nightingale","Street","3","02124","#3"
"69 Nightingale Street #4 02124","69","Nightingale","Street","4","02124","#4"
"255 Northampton Street #101 02118","255","Northampton","Street","101","02118","#101"
"255 Northampton Street #204 02118","255","Northampton","Street","204","02118","#204"
"257 Northampton Street #102 02127","257","Northampton","Street","102","02127","#102"
"257 Northampton Street #103 02114","257","Northampton","Street","103","02114","#103"
"257 Northampton Street #104 02130","257","Northampton","Street","104","02130","#104"
"257 Northampton Street #105 02132","257","Northampton","Street","105","02132","#105"
"257 Northampton Street #206 02118","257","Northampton","Street","206","02118","#206"
"257 Northampton Street #207 02118","257","Northampton","Street","207","02118","#207"
"257 Northampton Street #208 02118","257","Northampton","Street","208","02118","#208"
"70-72 Northampton Street #102 02118","70-72","Northampton","Street","102","02118","#102"
"70-72 Northampton Street #103 02118","70-72","Northampton","Street","103","02118","#103"
"70-72 Northampton Street #104 02118","70-72","Northampton","Street","104","02118","#104"
"70-72 Northampton Street #203 02118","70-72","Northampton","Street","203","02118","#203"
"70-72 Northampton Street #204 02118","70-72","Northampton","Street","204","02118","#204"
"70-72 Northampton Street #303 02118","70-72","Northampton","Street","303","02118","#303"
"60 Norwell Street #1 02121","60","Norwell","Street","1","02121","#1"
"70 Norwell Street #1 02121","70","Norwell","Street","1","02121","#1"
"70 Norwell Street #2 02121","70","Norwell","Street","2","02121","#2"
"70 Norwell Street #3 02121","70","Norwell","Street","3","02121","#3"
"70 Norwell Street #4 02121","70","Norwell","Street","4","02121","#4"
"152 Old Colony Avenue #3 02127","152","Old Colony","Avenue","3","02127","#3"
"152 Old Colony Avenue #5 02127","152","Old Colony","Avenue","5","02127","#5"
"152 Old Colony Avenue #16 02127","152","Old Colony","Avenue","16","02127","#16"
"232 Old Colony Avenue #202 02127","232","Old Colony","Avenue","202","02127","#202"
"232 Old Colony Avenue #303 02127","232","Old Colony","Avenue","303","02127","#303"
"232 Old Colony Avenue #503 02127","232","Old Colony","Avenue","503","02127","#503"
"275 Old Colony Avenue #4 02127","275","Old Colony","Avenue","4","02127","#4"
"275 Old Colony Avenue #9 02127","275","Old Colony","Avenue","9","02127","#9"
"20 Penniman Square #106 02134","20","Penniman","Square","106","02134","#106"
"20 Penniman Square #107 02134","20","Penniman","Square","107","02134","#107"
"20 Penniman Square #204 02134","20","Penniman","Square","204","02134","#204"
"20 Penniman Square #205 02134","20","Penniman","Square","205","02134","#205"
"20 Penniman Square #306 02134","20","Penniman","Square","306","02134","#306"
"20 Penniman Square #405 02134","20","Penniman","Square","405","02134","#405"
"30 Polk Street #102 02129","30","Polk","Street","102","02129","#102"
"30 Polk Street #105 02129","30","Polk","Street","105","02129","#105"
"30 Polk Street #201 02129","30","Polk","Street","201","02129","#201"
"30 Polk Street #204 02129","30","Polk","Street","204","02129","#204"
"76 Pond Street #P 02130","76","Pond","Street","P","02130","#P"
"26 Pontiac Street #A 02120","26","Pontiac","Street","A","02120","#A"
"26 Pontiac Street #B 02120","26","Pontiac","Street","B","02120","#B"
"26 Pontiac Street #C 02120","26","Pontiac","Street","C","02120","#C"
"156 Porter Street #102 02128","156","Porter","Street","102","02128","#102"
"156 Porter Street #103 02128","156","Porter","Street","103","02128","#103"
"156 Porter Street #106 02128","156","Porter","Street","106","02128","#106"
"156 Porter Street #110 02128","156","Porter","Street","110","02128","#110"
"156 Porter Street #114 01212","156","Porter","Street","114","01212","#114"
"156 Porter Street #122 02128","156","Porter","Street","122","02128","#122"
"156 Porter Street #123 02128","156","Porter","Street","123","02128","#123"
"156 Porter Street #124 02128","156","Porter","Street","124","02128","#124"
"156 Porter Street #128 02128","156","Porter","Street","128","02128","#128"
"156 Porter Street #133 02128","156","Porter","Street","133","02128","#133"
"156 Porter Street #136 02128","156","Porter","Street","136","02128","#136"
"156 Porter Street #144 02128","156","Porter","Street","144","02128","#144"
"156 Porter Street #152 02128","156","Porter","Street","152","02128","#152"
"156 Porter Street #156 02128","156","Porter","Street","156","02128","#156"
"156 Porter Street #204 02128","156","Porter","Street","204","02128","#204"
"156 Porter Street #205 02128","156","Porter","Street","205","02128","#205"
"156 Porter Street #208 02128","156","Porter","Street","208","02128","#208"
"156 Porter Street #216 02128","156","Porter","Street","216","02128","#216"
"156 Porter Street #220 02128","156","Porter","Street","220","02128","#220"
"156 Porter Street #226 02128","156","Porter","Street","226","02128","#226"
"156 Porter Street #227 02128","156","Porter","Street","227","02128","#227"
"156 Porter Street #233 02128","156","Porter","Street","233","02128","#233"
"156 Porter Street #234 02128","156","Porter","Street","234","02128","#234"
"156 Porter Street #240 02128","156","Porter","Street","240","02128","#240"
"156 Porter Street #241 02128","156","Porter","Street","241","02128","#241"
"156 Porter Street #254 02128","156","Porter","Street","254","02128","#254"
"156 Porter Street #256 02128","156","Porter","Street","256","02128","#256"
"156 Porter Street #312 02128","156","Porter","Street","312","02128","#312"
"156 Porter Street #322 02128","156","Porter","Street","322","02128","#322"
"156 Porter Street #327 02128","156","Porter","Street","327","02128","#327"
"156 Porter Street #349 02128","156","Porter","Street","349","02128","#349"
"156 Porter Street #354 02128","156","Porter","Street","354","02128","#354"
"121 Portland Street #201 02114","121","Portland","Street","201","02114","#201"
"121 Portland Street #301 02114","121","Portland","Street","301","02114","#301"
"121 Portland Street #308 02114","121","Portland","Street","308","02114","#308"
"121 Portland Street #402 02114","121","Portland","Street","402","02114","#402"
"121 Portland Street #410 02114","121","Portland","Street","410","02114","#410"
"121 Portland Street #510 02114","121","Portland","Street","510","02114","#510"
"121 Portland Street #610 02114","121","Portland","Street","610","02114","#610"
"44 Prince Street #102 02113","44","Prince","Street","102","02113","#102"
"44 Prince Street #108 02113","44","Prince","Street","108","02113","#108"
"44 Prince Street #208 02113","44","Prince","Street","208","02113","#208"
"44 Prince Street #209 02109","44","Prince","Street","209","02109","#209"
"44 Prince Street #212 02113","44","Prince","Street","212","02113","#212"
"44 Prince Street #312 02113","44","Prince","Street","312","02113","#312"
"29 Prospect Street #NA 02129","29","Prospect","Street",NA,"02129","#NA"
"64A Regent Street #64-2 02119","64A","Regent","Street","64-2","02119","#64-2"
"64B Regent Street #64-1 02119","64B","Regent","Street","64-1","02119","#64-1"
"66A Regent Street #66-2 02119","66A","Regent","Street","66-2","02119","#66-2"
"66B Regent Street #66-1 02119","66B","Regent","Street","66-1","02119","#66-1"
"18 Robert Street #2 02131","18","Robert","Street","2","02131","#2"
"20 Rockland Street #1 02119","20","Rockland","Street","1","02119","#1"
"20 Rockland Street #2 02119","20","Rockland","Street","2","02119","#2"
"20 Rockland Street #3 02119","20","Rockland","Street","3","02119","#3"
"8 Rowe Court #8 02131","8","Rowe","Court","8","02131","#8"
"10 Rowe Court #10 02131","10","Rowe","Court","10","02131","#10"
"463 Rutherford Avenue #201 02129","463","Rutherford","Avenue","201","02129","#201"
"463 Rutherford Avenue #203 02129","463","Rutherford","Avenue","203","02129","#203"
"1 Saint George Street #1A 02118","1","Saint George","Street","1A","02118","#1A"
"1 Saint George Street #1B 02118","1","Saint George","Street","1B","02118","#1B"
"1 Saint George Street #2A 02118","1","Saint George","Street","2A","02118","#2A"
"1 Saint George Street #2B 02118","1","Saint George","Street","2B","02118","#2B"
"1 Saint George Street #3A 02118","1","Saint George","Street","3A","02118","#3A"
"1 Saint George Street #4C 02118","1","Saint George","Street","4C","02118","#4C"
"1 Saint George Street #5A 02118","1","Saint George","Street","5A","02118","#5A"
"10 Saint George Street #101 02118","10","Saint George","Street","101","02118","#101"
"10 Saint George Street #105 02118","10","Saint George","Street","105","02118","#105"
"10 Saint George Street #201 02118","10","Saint George","Street","201","02118","#201"
"10 Saint George Street #305 02118","10","Saint George","Street","305","02118","#305"
"11 Saint George Street #11A 02118","11","Saint George","Street","11A","02118","#11A"
"11 Saint George Street #11B 02118","11","Saint George","Street","11B","02118","#11B"
"11 Saint George Street #11C 02118","11","Saint George","Street","11C","02118","#11C"
"11 Saint George Street #12A 02118","11","Saint George","Street","12A","02118","#12A"
"11 Saint George Street #12C 02118","11","Saint George","Street","12C","02118","#12C"
"11 Saint George Street #13B 02118","11","Saint George","Street","13B","02118","#13B"
"11 Saint George Street #14B 02118","11","Saint George","Street","14B","02118","#14B"
"66 Saint George Street #102 02119","66","Saint George","Street","102","02119","#102"
